Taxon ID InfoSpecies;Groupe d'organisme;GrouOrg;NULL;Systématique supérieure : Ordre;Famille;Nom scientifique;Nom allemand;Nom français;Nom italien;Espèces sensibles;Responsabilité;Indigénat;Menace;Référence Menace;Statut de menace international;NULL;Conservation Dependent;Niveau d'action;Indications sur le niveau d'action;Urgence;Protection occurrences individuelles;Surveillance des populations;Statut de protection;Espèce agricole OEA;Espèces cibles forestières;Plan d'action forêts claires;HAB_1;HAB_1_1;HAB_1_2;HAB_1_3;HAB_1_4;HAB_2;HAB_2_0;HAB_2_1;HAB_2_2;HAB_2_3;HAB_2_4;HAB_2_5;HAB_3;HAB_3_1;HAB_3_2;HAB_3_3;HAB_3_4;HAB_3_5;HAB_4;HAB_4_0;HAB_4_1;HAB_4_2;HAB_4_3;HAB_4_4;HAB_4_5;HAB_4_6;HAB_5;HAB_5_1;HAB_5_2;HAB_5_3;HAB_5_4;HAB_6;HAB_6_0;HAB_6_1;HAB_6_2;HAB_6_3;HAB_6_4;HAB_6_5;HAB_6_6;HAB_7;HAB_7_1;HAB_7_2;HAB_8;HAB_8_1;HAB_8_2;HAB_9;HAB_9_1;HAB_9_2;HAB_9_3;HAB_9_4;HAB_COMB;HAB_ENCODED;IE_2;IE_3;IE_4;IE_5;IE_6;IE_7;IE_8;IE_9;IE_10;IE_12;IE_13;IE_14;IE_15;IE_16;IE_17;IE_18;IE_19;IE_20;IE_22;IE_24;IE_25;IE_26;IE_101;IE_102;OFEV _1;OFEV _2;OFEV _3;OFEV _4;OFEV _5;OFEV _6;ALT_K;ALT_M;ALT_S;ALT_A;CANT_AG;CANT_AI;CANT_AR;CANT_BE;CANT_BL;CANT_BS;CANT_FR;CANT_GE;CANT_GL;CANT_GR;CANT_JU;CANT_LU;CANT_NE;CANT_NW;CANT_OW;CANT_SG;CANT_SH;CANT_SO;CANT_SZ;CANT_TG;CANT_TI;CANT_UR;CANT_VD;CANT_VS;CANT_ZG;CANT_ZH;Indication taxonomique;Lien à la page espèces du centre de données (de, fr);NULL;Etat des données GBIF Suisse
infofauna:59703;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Apidae;Amegilla albigena (Lepeletier, 1841);NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;A;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59703;https://lepus.infofauna.ch/carto/59555;20.11.2024
infofauna:59712;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Apidae;Amegilla garrula (Rossi, 1790);NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;C;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59712;https://lepus.infofauna.ch/carto/59703;20.11.2024
infofauna:59700;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Apidae;Ammobates punctatus (Fabricius, 1804);NULL;NULL;NULL;NULL;4;INN;CR;uv-2402;NULL;NULL;0;AF (+LF +GL);Sicherung lokaler Einzelvorkommen;2;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59700;https://lepus.infofauna.ch/carto/59712;20.11.2024
infofauna:59100;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena aeneiventris Morawitz, 1872;NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;GL;NULL;N/A;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;NULL;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59100;https://lepus.infofauna.ch/carto/59700;20.11.2024
infofauna:59238;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena afrensis Warncke, 1967;NULL;NULL;NULL;NULL;3;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59238;https://lepus.infofauna.ch/carto/59100;20.11.2024
infofauna:59101;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena agilissima (Scopoli, 1770);NULL;NULL;NULL;NULL;4;INN;EN;uv-2402;NULL;NULL;0;AF (+LF +GL);NULL;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;A;C;A;NULL;A;A;NULL;NULL;NULL;NULL;NULL;A;A;NULL;B;A;NULL;A;A;NULL;A;NULL;NULL;NULL;A;B;NULL;A;NULL;A;A;C;NULL;A;NULL;https://lepus.infofauna.ch/carto/59101;https://lepus.infofauna.ch/carto/59238;20.11.2024
infofauna:59107;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena argentata Smith, 1844;NULL;NULL;NULL;NULL;4;INN;CR;uv-2402;NULL;NULL;0;AF (+LF +GL);NULL;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;C;C;A;A;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;C;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;C;C;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59107;https://lepus.infofauna.ch/carto/59101;20.11.2024
infofauna:59111;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena bimaculata (Kirby, 1802);NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;A;A;NULL;A;A;A;A;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;C;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59111;https://lepus.infofauna.ch/carto/59107;20.11.2024
infofauna:59114;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena chrysopus Pérez, 1903;NULL;NULL;NULL;NULL;3;INN;EN;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59114;https://lepus.infofauna.ch/carto/59111;20.11.2024
infofauna:59154;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena confinis Stöckhert, 1930;NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;GL;NULL;N/A;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;A;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;C;A;NULL;A;NULL;NULL;C;NULL;NULL;NULL;C;C;NULL;NULL;A;NULL;C;NULL;NULL;C;NULL;https://lepus.infofauna.ch/carto/59154;https://lepus.infofauna.ch/carto/59114;20.11.2024
infofauna:59124;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena denticulata (Kirby, 1802);NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;C;A;A;A;A;A;A;A;A;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;C;A;A;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59124;https://lepus.infofauna.ch/carto/59154;20.11.2024
infofauna:59125;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena distinguenda Schenck, 1871;NULL;NULL;NULL;NULL;4;INN;CR;uv-2402;NULL;NULL;0;AF (+LF +GL);Sicherung lokaler Einzelvorkommen;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59125;https://lepus.infofauna.ch/carto/59124;20.11.2024
infofauna:59130;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena ferox Smith, 1847;NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;B;C;NULL;A;A;B;A;A;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;C;NULL;A;NULL;NULL;B;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;NULL;B;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59130;https://lepus.infofauna.ch/carto/59125;20.11.2024
infofauna:59133;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena floricola Eversmann, 1852;NULL;NULL;NULL;NULL;4;INN;EN;uv-2402;NULL;NULL;0;LF (+GL);NULL;1;NULL;1;NULL;Z;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;C;NULL;A;C;NULL;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;C;NULL;NULL;C;NULL;NULL;NULL;C;NULL;NULL;C;NULL;NULL;C;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59133;https://lepus.infofauna.ch/carto/59130;20.11.2024
infofauna:59242;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena fulvicornis Schenck, 1853;NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;A;A;NULL;NULL;A;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59242;https://lepus.infofauna.ch/carto/59133;20.11.2024
infofauna:59139;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena fulvida Schenck, 1853;NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;GL;NULL;N/A;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;A;NULL;NULL;A;A;A;A;NULL;NULL;A;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59139;https://lepus.infofauna.ch/carto/59242;20.11.2024
infofauna:59140;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena fuscipes (Kirby, 1802);NULL;NULL;NULL;NULL;4;INN;EN;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;A;NULL;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59140;https://lepus.infofauna.ch/carto/59139;20.11.2024
infofauna:59142;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena gelriae van der Vecht, 1927;NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;C;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;A;A;NULL;A;NULL;https://lepus.infofauna.ch/carto/59142;https://lepus.infofauna.ch/carto/59140;20.11.2024
infofauna:59146;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena hattorfiana (Fabricius, 1775);NULL;NULL;NULL;NULL;4;INN;NT;uv-2402;NULL;NULL;1;LF (+GL);NULL;2;NULL;1;NULL;Z;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;A;A;A;A;A;A;A;A;A;NULL;A;NULL;A;A;A;B;A;A;A;A;A;A;A;A;C;A;A;A;A;A;A;A;A;A;A;A;NULL;https://lepus.infofauna.ch/carto/59146;https://lepus.infofauna.ch/carto/59142;20.11.2024
infofauna:59148;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena hesperia Smith, 1853;NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;GL;NULL;N/A;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;A;B;A;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59148;https://lepus.infofauna.ch/carto/59146;20.11.2024
infofauna:59161;Wildbienen;Abeilles sauvages;Api selvatiche;Hymenoptera;Andrenidae;Andrena limata Smith, 1853;NULL;NULL;NULL;NULL;4;INN;VU;uv-2402;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;A;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;C;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/59161;https://lepus.infofauna.ch/carto/59148;20.11.2024
